image_path,question_text,image_loop.thisRepN,image_loop.thisTrialN,image_loop.thisN,image_loop.thisIndex,question_loop.thisRepN,question_loop.thisTrialN,question_loop.thisN,question_loop.thisIndex,question_answer.keys,question_answer.rt,session,participant,gender,frameRate,expName,date,
images/5.jpg,How much did you like that image?,0,0,0,4,0,0,0,0,1,1.16689878365,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/5.jpg,How much did you recognise the content?,0,0,0,4,0,1,1,1,1,1.9669107052,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/5.jpg,How colourful was the image?,0,0,0,4,0,2,2,2,5,1.16685536038,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/5.jpg,,0,0,0,4,,,,,,,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/3.jpg,How much did you like that image?,0,1,1,2,0,0,0,0,2,0.533533001202,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/3.jpg,How much did you recognise the content?,0,1,1,2,0,1,1,1,4,0.350358399679,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/3.jpg,How colourful was the image?,0,1,1,2,0,2,2,2,5,0.3335007102,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
images/3.jpg,,0,1,1,2,,,,,,,001,,m,60.0234576813,experiment,2017_Oct_12_0947,
