text,corrAns,letterColor,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,resp.keys,resp.corr,resp.rt,date,frameRate,expName,session,participant,
green,right,blue,0,0,0,3,left,0,1.16618960258,2016_Sep_20_1515,59.9995026779,stroop,01,,
